idempresa,flag_salesforce,provincia_principal,ciudad_principal,region
51222483,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
50881028,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51095909,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
51362333,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50891730,true,Ciudad de México,Azcapotzalco,I24_MX          Lista #01           MXN
51248457,true,Ciudad de México,La Magdalena Contreras,I24_MX          Lista #01           MXN
50955578,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50990417,true,Edo. de México,Teotihuacán,I24_MX          Lista #01           MXN
51144809,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
50991594,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
51379667,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51387122,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51057969,true,Jalisco,Tonalá,I24_MX          Lista #01           MXN
51309687,true,Ciudad de México,Zapopan,I24_MX          Lista #01           MXN
51338534,true,Edo. de México,Tecámac,I24_MX          Lista #01           MXN
51381396,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50673737,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51342142,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50340836,true,Edo. de México,Metepec,I24_MX          Lista #01           MXN
51383562,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51326976,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51386934,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50553555,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51292518,true,Edo. de México,Coacalco de Berriozábal,I24_MX          Lista #01           MXN
51187548,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51277989,true,Edo. de México,San Mateo Atenco,I24_MX          Lista #01           MXN
50350425,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
50741122,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51393008,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51309769,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51356190,true,Ciudad de México,Xochimilco,I24_MX          Lista #01           MXN
50897687,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51301762,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51388776,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
50902376,true,Nuevo León,Juárez,I24_MX          Lista #02           MXN
50753865,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
51072430,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
51185438,true,Querétaro,Corregidora,I24_MX          Lista #02           MXN
51386774,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
51351011,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
51092685,true,Nuevo León,Gral. Zuazua,I24_MX          Lista #02           MXN
51363732,true,Querétaro,El Marqués,I24_MX          Lista #02           MXN
51344618,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
51373161,true,Querétaro,Pedro Escobedo,I24_MX          Lista #02           MXN
50686936,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
50872242,true,Nuevo León,Apodaca,I24_MX          Lista #02           MXN
50986772,true,Nuevo León,Cadereyta Jiménez,I24_MX          Lista #02           MXN
51316115,true,Querétaro,Corregidora,I24_MX          Lista #02           MXN
51286266,true,Nuevo León,García,I24_MX          Lista #02           MXN
51361045,true,Nuevo León,San Nicolás de los Garza,I24_MX          Lista #02           MXN
51304242,true,Nuevo León,San Pedro Garza García,I24_MX          Lista #02           MXN
51370869,true,Querétaro,El Marqués,I24_MX          Lista #02           MXN
51068050,true,Chihuahua,Chihuahua,I24_MX          Lista #03           MXN
51100657,true,Michoacán,Morelia,I24_MX          Lista #03           MXN
50858379,true,Puebla,Ocoyucan,I24_MX          Lista #03           MXN
51020370,true,Aguascalientes,Aguascalientes,I24_MX          Lista #03           MXN
50829212,true,Chihuahua,Chihuahua,I24_MX          Lista #03           MXN
51379057,true,Quintana Roo,Tulum,I24_MX          Lista #03           MXN
51380228,true,Morelos,Cuernavaca,I24_MX          Lista #03           MXN
51357111,true,Chihuahua,Chihuahua,I24_MX          Lista #03           MXN
51362852,true,Aguascalientes,Aguascalientes,I24_MX          Lista #03           MXN
51354708,true,Hidalgo,Pachuca,I24_MX          Lista #03           MXN
51384312,true,Morelos,Cuernavaca,I24_MX          Lista #03           MXN
51380741,true,Hidalgo,Pachuca,I24_MX          Lista #03           MXN
51357754,true,Quintana Roo,Lázaro Cárdenas,I24_MX          Lista #03           MXN
51384008,true,Veracruz,Medellín,I24_MX          Lista #03           MXN
51371199,true,Coahuila,Torreón,I24_MX          Lista #03           MXN
51008286,true,Hidalgo,Mineral de la Reforma,I24_MX          Lista #03           MXN
51304164,true,Puebla,Puebla,I24_MX          Lista #03           MXN
51260112,true,Chihuahua,Chihuahua,I24_MX          Lista #03           MXN
51272389,true,Nayarit,Bahía de Banderas,I24_MX          Lista #03           MXN
51386418,true,Chihuahua,Chihuahua,I24_MX          Lista #03           MXN
51009872,true,Hidalgo,Tepeji del Río de Ocampo,I24_MX          Lista #03           MXN
50920750,true,Morelos,Atlatlahucan,I24_MX          Lista #03           MXN
51356342,true,Sonora,San Luis Río Colorado,I24_MX          Lista #03           MXN
51373367,true,Campeche,Campeche,I24_MX          Lista #03           MXN
51355669,true,Coahuila,Saltillo,I24_MX          Lista #03           MXN
51382812,true,Baja California Sur,Los Cabos,I24_MX          Lista #03           MXN
50689073,true,Aguascalientes,Aguascalientes,I24_MX          Lista #03           MXN
50808975,true,Puebla,Veracruz,I24_MX          Lista #03           MXN
51091148,true,Morelos,Jonacatepec,I24_MX          Lista #03           MXN
50646349,true,Puebla,San Andrés Cholula,I24_MX          Lista #03           MXN
51382358,true,Guerrero,Acapulco de Juárez,I24_MX          Lista #03           MXN
51355470,true,Quintana Roo,Tulum,I24_MX          Lista #03           MXN
50696106,true,Baja California Norte,Mexicali,I24_MX          Lista #03           MXN
51369407,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
51347971,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
51217752,true,Morelos,Cuernavaca,I24_MX          Lista #03           MXN
50941654,true,Oaxaca,Oaxaca de Juárez,I24_MX          Lista #03           MXN
50878485,true,Baja California Sur,Los Cabos,I24_MX          Lista #03           MXN
51370867,true,Guanajuato,León,I24_MX          Lista #04           MXN
50891882,true,Ciudad de México,Iztacalco,I24_MX          Lista #01           MXN
50897211,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
51014069,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51228644,true,Ciudad de México,Corregidora,I24_MX          Lista #01           MXN
51346358,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
51138894,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51385222,true,Ciudad de México,Venustiano Carranza,I24_MX          Lista #01           MXN
50986622,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
51278257,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
51050596,true,Edo. de México,Metepec,I24_MX          Lista #01           MXN
51309883,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
51381083,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
51003045,true,Edo. de México,Valle de Bravo,I24_MX          Lista #01           MXN
51375637,true,Ciudad de México,Iztacalco,I24_MX          Lista #01           MXN
51095192,true,Edo. de México,Ecatepec de Morelos,I24_MX          Lista #01           MXN
51017044,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51206016,true,Edo. de México,Tlalnepantla de Baz,I24_MX          Lista #01           MXN
50583995,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50712006,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50533405,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51033358,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51226764,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
51114586,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51088925,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51359093,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51313160,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
51371950,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
50881378,true,Edo. de México,Metepec,I24_MX          Lista #01           MXN
51024911,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50858057,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
51401710,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
51355428,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
50698371,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51380549,true,Jalisco,San Pedro Tlaquepaque,I24_MX          Lista #01           MXN
51346191,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51175394,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51390432,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51385248,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51390256,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51360921,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51180625,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
51214562,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50833624,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51363312,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51186938,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51378029,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
51380005,true,Jalisco,Tonalá,I24_MX          Lista #01           MXN
51196805,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
51359496,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
51026696,true,Edo. de México,Tecámac,I24_MX          Lista #01           MXN
50923359,true,Edo. de México,Tecámac,I24_MX          Lista #01           MXN
51357276,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51351627,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
51340534,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
50913195,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51022275,true,Ciudad de México,Iztapalapa,I24_MX          Lista #01           MXN
51356704,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51386626,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
51373578,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51311747,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
51383108,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
51288758,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51175430,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
51197809,true,Ciudad de México,Iztacalco,I24_MX          Lista #01           MXN
51273119,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
51234066,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51346236,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51384198,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51324781,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
51303620,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51384678,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50426061,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
51320550,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
51104454,true,Nuevo León,Salinas Victoria,I24_MX          Lista #02           MXN
51310801,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
51328907,true,Nuevo León,Apodaca,I24_MX          Lista #02           MXN
51356332,true,Nuevo León,García,I24_MX          Lista #02           MXN
50712746,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
50756334,true,Nuevo León,Guadalupe,I24_MX          Lista #02           MXN
51359470,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
51374727,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
51375229,true,Nuevo León,Guadalupe,I24_MX          Lista #02           MXN
50650529,true,Jalisco,Manzanillo,I24_MX          Lista #02           MXN
51012021,true,Querétaro,Corregidora,I24_MX          Lista #02           MXN
51246427,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
51080154,true,Edo. de México,Toluca,I24_MX          Lista #02           MXN
51252429,true,Nuevo León,Apodaca,I24_MX          Lista #02           MXN
50950225,true,Chihuahua,Chihuahua,I24_MX          Lista #03           MXN
51322618,true,Puebla,San Andrés Cholula,I24_MX          Lista #03           MXN
